Row.names	res1_log2FoldChange	res1_padj	res1_change	res2_log2FoldChange	res2_padj	res2_change	res3_log2FoldChange	res3_padj	res3_change
MRPL38	-2.58168412147921	0.000507145523413762	DOWN	-2.28929797297139	0.00730723514124087	DOWN	-1.51829302387108	0.59939549728629	NOT
MRPL44	-2.08958138603043	0.000943767040449227	DOWN	-1.9694355975406	0.00407962990159472	DOWN	-1.31794988203741	0.751956797360703	NOT
MRPL49	-2.43218168374771	0.00191931884311423	DOWN	-2.14146740594533	0.0235580747507143	DOWN	-1.37963378845853	0.940659165793014	NOT
MRPS12	-3.43153199772818	6.58371790224554e-10	DOWN	-2.94916462212615	3.69155974069244e-07	DOWN	-2.65292394631073	2.18523680514116e-05	DOWN
MUL1	-2.37962337877744	5.53676014390203e-05	DOWN	-2.26078859142969	0.000295430016481878	DOWN	-1.63900086500024	0.15103636775122	NOT
NDUFS3	-2.19327567024948	5.03672193589709e-05	DOWN	-1.88589414483028	0.00386330930119035	DOWN	-1.0285203922926	1	NOT
NETO2	-3.55886452769826	0.000594973495874298	DOWN	-3.08872197041018	0.00698460133940097	DOWN	-3.08005838613283	0.00785197940891288	DOWN
NFKBIB	-2.32099744369172	0.00448780624262698	DOWN	-2.22149291305764	0.0107473652417701	DOWN	-1.90989977655642	0.0901867353500637	NOT
NHP2	-2.09835011295503	0.00333314037635073	DOWN	-1.86286196876154	0.0324618627672866	DOWN	-1.3513027247538	0.769595922058314	NOT
NOC4L	-2.84511453254256	2.85374640694389e-05	DOWN	-2.55022679394602	0.000419920655072383	DOWN	-2.14849859505876	0.0141867727073236	DOWN
NOP9	-1.74748074384245	0.0268210945907193	DOWN	-1.70260185920162	0.0482408009098679	DOWN	-1.48746888916145	0.27884370818998	NOT
NOSIP	-2.40743928885368	2.62004361853959e-05	DOWN	-2.31984526522219	7.51544978482891e-05	DOWN	-2.04639537272846	0.00264896382245375	DOWN
NSMF	-2.63147634296096	1.94893271900038e-05	DOWN	-1.93124423546718	0.0352352798023174	DOWN	-1.33377502929282	0.921406494834489	NOT
NUDT14	-3.10305582100425	2.68196301987895e-05	DOWN	-2.79041178763745	0.000267429003508965	DOWN	-2.20248947899069	0.0234417030247765	DOWN
NUDT16L1	-2.72758369756708	0.00102959297579849	DOWN	-2.53866356533481	0.00326795379230795	DOWN	-2.12282528536185	0.0484765192074658	DOWN
OSGIN1	-4.39945771657649	6.74840395777387e-07	DOWN	-3.85653880454303	2.43089368953642e-05	DOWN	-3.28659098760596	0.00103829334448032	DOWN
OVOL1	-6.68278435791208	2.84435589048724e-07	DOWN	-3.84653988729614	0.0110520745293942	DOWN	-1.78834800596778	1	NOT
PAFAH1B3	-3.03019061932595	1.51633248901653e-05	DOWN	-2.32962002886803	0.00550229398555567	DOWN	-1.07576602631703	1	NOT
PAPL	-6.30211389735814	3.57802391736349e-07	DOWN	-5.01460189523794	4.39553386546572e-06	DOWN	-4.71914722931252	1.79047008272066e-05	DOWN
PCSK9	-4.62059221101128	0.00037394843468588	DOWN	-4.07678256753812	0.00280919593449982	DOWN	-1.77971892506545	0.96119111033359	NOT
PDZD2	-2.76640023854934	3.97479341007323e-05	DOWN	-1.98457302835985	0.0464177095189414	DOWN	-1.5926330177577	0.409770157817374	NOT
PER1	-4.73276450324357	1.35908477128066e-08	DOWN	-3.79811136003544	4.35100159352366e-05	DOWN	-2.2250915465769	0.187289105920462	NOT
PERP	-4.65038607049736	1.91167547500986e-12	DOWN	-3.43498109292646	7.99417627921542e-06	DOWN	-2.8587500466628	0.0013264976140869	DOWN
PGAM5	-3.2001285262538	6.81881257124961e-07	DOWN	-2.21210472946849	0.0150538341600666	DOWN	-1.82708679761406	0.168290007248426	NOT
PGBD5	-6.88242199387307	1.05875056941008e-06	DOWN	-3.00960604567236	0.0136460006538918	DOWN	-1.51298282739415	1	NOT
PGLYRP4	-4.80094511109605	0.0185659145037503	DOWN	-4.10605216688793	0.0489294617460392	DOWN	-1.40583037085197	1	NOT
PIP4K2C	-3.0436908697103	4.41297521358772e-06	DOWN	-2.42615854899453	0.00280919593449982	DOWN	-1.72532144072261	0.276169683135957	NOT
PITHD1	-1.80525120596648	0.00747387552051717	DOWN	-1.64824404072532	0.0463904628523084	DOWN	-0.896528561374723	1	NOT
PLA2G4D	-7.16958331275445	1.64157617248674e-05	DOWN	-6.59953772291917	1.29102882031482e-05	DOWN	-6.46715719943574	2.4790292230427e-05	DOWN
PLA2G4E	-6.89302505064661	8.31067298042687e-06	DOWN	-5.23860802450315	7.77842640744171e-06	DOWN	-4.53241204010132	6.36248647558927e-05	DOWN
PLA2G4F	-7.60718430982955	4.64684157955994e-07	DOWN	-7.15141253114894	9.91412622504464e-08	DOWN	-4.55724208992755	1.4456697632987e-05	DOWN
PLEKHG6	-2.62643882014331	0.0055831527507963	DOWN	-2.47488990480733	0.0115337196149688	DOWN	-2.17656785044073	0.0597782225378029	NOT
PLEKHN1	-4.01936439132404	0.000234260613477077	DOWN	-3.12915726790121	0.00909515427020227	DOWN	-2.00974334672244	0.410896481193451	NOT
PMEL	-11.1393375142626	5.13782852244679e-78	DOWN	-10.7115184791248	2.57906438747218e-95	DOWN	-10.2590888869432	1.8206700150562e-97	DOWN
PMF1	-2.96674494566905	1.35643134513129e-08	DOWN	-2.91489545056261	1.50722446884536e-08	DOWN	-2.13626567194926	0.00127665898671138	DOWN
POLDIP2	-1.94703866815671	0.000265550171273829	DOWN	-1.7433293788856	0.0075009744914474	DOWN	-1.44298003971934	0.215911326182565	NOT
POLDIP3	-2.16151076263543	0.00120732727427684	DOWN	-1.98803938086766	0.0096608232615964	DOWN	-1.43580092441143	0.537951889634886	NOT
PPFIA3	-2.61891629196845	0.00892039853769525	DOWN	-2.43203403931993	0.0212179127663437	DOWN	-1.66799733611111	0.520575480666009	NOT
PPP2R2C	-7.65364173539829	9.88970930855148e-08	DOWN	-4.74154432292135	2.60123640707067e-05	DOWN	-3.59341818540283	0.0041344600859466	DOWN
PRELID1	-2.57409678738986	2.09327528942258e-06	DOWN	-2.46625071102843	8.05042746053941e-06	DOWN	-2.19046773644683	0.000437266140508568	DOWN
PRMT5	-3.01418692142235	1.44843225996829e-06	DOWN	-2.10468448857588	0.0213477801033722	DOWN	-1.87614702176519	0.102359852951075	NOT
PRODH	-4.75100999174394	0.0015013930306843	DOWN	-3.61925080997671	0.0207702215393784	DOWN	-0.839539986239004	1	NOT
PRSS8	-7.83721896668579	3.67250738201165e-09	DOWN	-3.96504621732576	0.0209472018314488	DOWN	-1.31152873082477	1	NOT
PTP4A3	-2.90598309337465	0.0102462974946062	DOWN	-2.90167046164677	0.0107422152607875	DOWN	-1.0388327708582	1	NOT
PTPRZ1	-7.54003169657667	1.4238770366624e-06	DOWN	-5.75884724837644	1.13743844467905e-05	DOWN	-5.57083005744759	2.40347350541201e-05	DOWN
PWWP2B	-2.86600708284426	0.000231502876189988	DOWN	-2.28295888218192	0.0187067538858381	DOWN	-1.61272356968684	0.516373237811914	NOT
PXN	-2.1878160023751	0.000142924752277312	DOWN	-2.10975247854217	0.000580216310024253	DOWN	-1.65991126515871	0.0894337703821962	NOT
PYGB	-2.19986615125445	3.2245299014108e-05	DOWN	-1.75655862847379	0.0211656268504743	DOWN	-1.7403853270886	0.0270600079115654	DOWN
PYGO2	-1.86543226812114	0.01117565822816	DOWN	-1.86060332421506	0.0133234831086001	DOWN	-1.41160208033535	0.478732980677845	NOT
RAB38	-4.0150159020832	2.24065851694126e-08	DOWN	-2.46334638564849	0.013900014576368	DOWN	-1.28566275974905	1	NOT
RAET1L	-6.57838140436328	2.4464211810108e-05	DOWN	-4.21364581618714	0.001835814055581	DOWN	-2.31218525105287	0.366274249761297	NOT
RAP1GAP	-7.0486682341554	6.46833350564672e-09	DOWN	-3.11138571622984	0.0075700938070358	DOWN	-1.80065230126794	0.654224174943181	NOT
RASGEF1B	-7.52328311946309	8.01314643936154e-10	DOWN	-6.00115422129116	2.51343185883131e-10	DOWN	-4.07487268733204	1.02406509162744e-05	DOWN
RETSAT	-1.83498264907587	0.0154252439535478	DOWN	-1.77484186904956	0.0327597360688346	DOWN	-1.55706655982534	0.203452590799428	NOT
RHOD	-6.12005367118007	6.67726374029853e-20	DOWN	-3.7808630899549	5.71462897024791e-07	DOWN	-3.09540678194452	0.000336323705820151	DOWN
RNASE7	-8.90948362282032	2.0354066410278e-11	DOWN	-7.24678782353572	4.42427756531239e-08	DOWN	-6.91951047709991	2.6497006812449e-07	DOWN
RNF223	-6.88976137486124	1.39949505384397e-05	DOWN	-4.29193676979296	0.00718782661477081	DOWN	-2.13582334960519	0.729844625634045	NOT
